satellite,elevation,azimuth,snr,time,network,band
6,17.0,88.0,44.0,45657,Galileo,L5
23,11.0,26.0,51.0,45657,Galileo,L1
6,17.0,88.0,50.0,45657,Galileo,L1
37,22.0,46.0,50.0,45657,BeiDou,L1
9,21.0,51.0,45.0,45657,BeiDou,L1
6,8.0,49.0,41.0,45657,BeiDou,L1
37,22.0,46.0,51.0,45657,BeiDou,L5
9,14.0,96.0,46.0,45658,GPS,L1
9,14.0,96.0,50.0,45658,GPS,L5
6,17.0,88.0,44.0,45658,Galileo,L5
23,11.0,26.0,40.0,45658,Galileo,L5
23,11.0,26.0,51.0,45658,Galileo,L1
6,17.0,88.0,50.0,45658,Galileo,L1
37,22.0,46.0,50.0,45658,BeiDou,L1
9,21.0,51.0,45.0,45658,BeiDou,L1
6,8.0,49.0,42.0,45658,BeiDou,L1
37,22.0,46.0,51.0,45658,BeiDou,L5
9,14.0,96.0,46.0,45659,GPS,L1
9,14.0,96.0,50.0,45659,GPS,L5
6,17.0,88.0,44.0,45659,Galileo,L5
23,11.0,26.0,40.0,45659,Galileo,L5
23,11.0,26.0,51.0,45659,Galileo,L1
6,17.0,88.0,50.0,45659,Galileo,L1
37,22.0,46.0,50.0,45659,BeiDou,L1
9,21.0,51.0,45.0,45659,BeiDou,L1
6,8.0,49.0,42.0,45659,BeiDou,L1
37,22.0,46.0,51.0,45659,BeiDou,L5
9,14.0,96.0,46.0,45660,GPS,L1
9,14.0,96.0,50.0,45660,GPS,L5
6,17.0,88.0,44.0,45660,Galileo,L5
23,11.0,26.0,40.0,45660,Galileo,L5
23,11.0,26.0,51.0,45660,Galileo,L1
6,17.0,88.0,50.0,45660,Galileo,L1
37,22.0,46.0,50.0,45660,BeiDou,L1
9,21.0,51.0,45.0,45660,BeiDou,L1
6,8.0,49.0,42.0,45660,BeiDou,L1
37,22.0,46.0,51.0,45660,BeiDou,L5
9,14.0,96.0,46.0,45661,GPS,L1
9,14.0,96.0,50.0,45661,GPS,L5
6,17.0,88.0,44.0,45661,Galileo,L5
23,11.0,26.0,40.0,45661,Galileo,L5
23,11.0,26.0,51.0,45661,Galileo,L1
6,17.0,88.0,50.0,45661,Galileo,L1
37,22.0,46.0,50.0,45661,BeiDou,L1
9,21.0,51.0,45.0,45661,BeiDou,L1
6,8.0,49.0,42.0,45661,BeiDou,L1
37,22.0,46.0,51.0,45661,BeiDou,L5
9,14.0,96.0,46.0,45662,GPS,L1
9,14.0,96.0,49.0,45662,GPS,L5
23,11.0,26.0,40.0,45662,Galileo,L5
6,17.0,88.0,43.0,45662,Galileo,L5
23,11.0,26.0,51.0,45662,Galileo,L1
6,17.0,88.0,50.0,45662,Galileo,L1
37,22.0,46.0,50.0,45662,BeiDou,L1
9,21.0,51.0,44.0,45662,BeiDou,L1
6,8.0,49.0,42.0,45662,BeiDou,L1
37,22.0,46.0,51.0,45662,BeiDou,L5
9,14.0,96.0,46.0,45663,GPS,L1
9,14.0,96.0,49.0,45663,GPS,L5
23,11.0,26.0,39.0,45663,Galileo,L5
6,17.0,88.0,43.0,45663,Galileo,L5
23,11.0,26.0,51.0,45663,Galileo,L1
6,17.0,88.0,50.0,45663,Galileo,L1
37,22.0,46.0,50.0,45663,BeiDou,L1
9,21.0,51.0,44.0,45663,BeiDou,L1
6,8.0,49.0,41.0,45663,BeiDou,L1
37,22.0,46.0,51.0,45663,BeiDou,L5
9,14.0,96.0,46.0,45664,GPS,L1
9,14.0,96.0,49.0,45664,GPS,L5
23,11.0,26.0,39.0,45664,Galileo,L5
6,17.0,88.0,43.0,45664,Galileo,L5
23,11.0,26.0,51.0,45664,Galileo,L1
6,17.0,88.0,50.0,45664,Galileo,L1
37,22.0,46.0,50.0,45664,BeiDou,L1
9,21.0,51.0,44.0,45664,BeiDou,L1
6,8.0,49.0,40.0,45664,BeiDou,L1
37,22.0,46.0,51.0,45664,BeiDou,L5
9,14.0,96.0,45.0,45665,GPS,L1
9,14.0,96.0,49.0,45665,GPS,L5
23,11.0,26.0,40.0,45665,Galileo,L5
6,17.0,88.0,43.0,45665,Galileo,L5
23,11.0,26.0,51.0,45665,Galileo,L1
6,17.0,88.0,50.0,45665,Galileo,L1
37,22.0,46.0,50.0,45665,BeiDou,L1
9,21.0,51.0,44.0,45665,BeiDou,L1
6,8.0,49.0,40.0,45665,BeiDou,L1
37,22.0,46.0,51.0,45665,BeiDou,L5
9,14.0,96.0,44.0,45666,GPS,L1
9,14.0,96.0,49.0,45666,GPS,L5
6,17.0,88.0,43.0,45666,Galileo,L5
23,11.0,26.0,40.0,45666,Galileo,L5
23,11.0,26.0,51.0,45666,Galileo,L1
6,17.0,88.0,50.0,45666,Galileo,L1
37,22.0,46.0,50.0,45666,BeiDou,L1
9,21.0,51.0,44.0,45666,BeiDou,L1
6,8.0,49.0,40.0,45666,BeiDou,L1
37,22.0,46.0,51.0,45666,BeiDou,L5
9,14.0,96.0,43.0,45667,GPS,L1
9,14.0,96.0,49.0,45667,GPS,L5
6,17.0,88.0,43.0,45667,Galileo,L5
23,11.0,26.0,40.0,45667,Galileo,L5
23,11.0,26.0,51.0,45667,Galileo,L1
6,17.0,88.0,50.0,45667,Galileo,L1
37,22.0,46.0,50.0,45667,BeiDou,L1
9,21.0,51.0,44.0,45667,BeiDou,L1
6,8.0,49.0,41.0,45667,BeiDou,L1
37,22.0,46.0,51.0,45667,BeiDou,L5
9,14.0,96.0,43.0,45668,GPS,L1
9,14.0,96.0,49.0,45668,GPS,L5
6,16.0,88.0,43.0,45668,Galileo,L5
23,11.0,26.0,39.0,45668,Galileo,L5
23,11.0,26.0,51.0,45668,Galileo,L1
6,16.0,88.0,50.0,45668,Galileo,L1
37,22.0,46.0,50.0,45668,BeiDou,L1
9,21.0,51.0,45.0,45668,BeiDou,L1
6,8.0,49.0,41.0,45668,BeiDou,L1
37,22.0,46.0,51.0,45668,BeiDou,L5
9,14.0,96.0,43.0,45669,GPS,L1
9,14.0,96.0,49.0,45669,GPS,L5
6,16.0,88.0,43.0,45669,Galileo,L5
23,11.0,26.0,38.0,45669,Galileo,L5
23,11.0,26.0,51.0,45669,Galileo,L1
6,16.0,88.0,50.0,45669,Galileo,L1
37,22.0,46.0,50.0,45669,BeiDou,L1
9,21.0,51.0,46.0,45669,BeiDou,L1
6,8.0,49.0,41.0,45669,BeiDou,L1
37,22.0,46.0,51.0,45669,BeiDou,L5
9,14.0,96.0,43.0,45670,GPS,L1
9,14.0,96.0,48.0,45670,GPS,L5
23,11.0,26.0,38.0,45670,Galileo,L5
6,16.0,88.0,43.0,45670,Galileo,L5
23,11.0,26.0,51.0,45670,Galileo,L1
6,16.0,88.0,50.0,45670,Galileo,L1
37,22.0,46.0,50.0,45670,BeiDou,L1
9,21.0,51.0,46.0,45670,BeiDou,L1
6,8.0,49.0,41.0,45670,BeiDou,L1
37,22.0,46.0,51.0,45670,BeiDou,L5
9,14.0,96.0,44.0,45671,GPS,L1
9,14.0,96.0,48.0,45671,GPS,L5
23,11.0,26.0,39.0,45671,Galileo,L5
6,16.0,88.0,43.0,45671,Galileo,L5
23,11.0,26.0,51.0,45671,Galileo,L1
6,16.0,88.0,50.0,45671,Galileo,L1
37,22.0,46.0,50.0,45671,BeiDou,L1
9,21.0,51.0,46.0,45671,BeiDou,L1
6,8.0,49.0,41.0,45671,BeiDou,L1
37,22.0,46.0,51.0,45671,BeiDou,L5
9,14.0,96.0,44.0,45672,GPS,L1
9,14.0,96.0,48.0,45672,GPS,L5
23,11.0,26.0,39.0,45672,Galileo,L5
6,16.0,88.0,44.0,45672,Galileo,L5
23,11.0,26.0,51.0,45672,Galileo,L1
6,16.0,88.0,50.0,45672,Galileo,L1
37,22.0,46.0,49.0,45672,BeiDou,L1
9,21.0,51.0,45.0,45672,BeiDou,L1
6,8.0,49.0,41.0,45672,BeiDou,L1
37,22.0,46.0,51.0,45672,BeiDou,L5
9,14.0,96.0,44.0,45673,GPS,L1
9,14.0,96.0,48.0,45673,GPS,L5
23,11.0,26.0,37.0,45673,Galileo,L5
6,16.0,88.0,44.0,45673,Galileo,L5
23,11.0,26.0,51.0,45673,Galileo,L1
6,16.0,88.0,50.0,45673,Galileo,L1
37,22.0,46.0,49.0,45673,BeiDou,L1
9,21.0,51.0,44.0,45673,BeiDou,L1
6,8.0,49.0,41.0,45673,BeiDou,L1
37,22.0,46.0,51.0,45673,BeiDou,L5
9,14.0,96.0,45.0,45674,GPS,L1
9,14.0,96.0,48.0,45674,GPS,L5
23,11.0,26.0,37.0,45674,Galileo,L5
6,16.0,88.0,44.0,45674,Galileo,L5
23,11.0,26.0,51.0,45674,Galileo,L1
6,16.0,88.0,50.0,45674,Galileo,L1
37,22.0,46.0,49.0,45674,BeiDou,L1
9,21.0,51.0,44.0,45674,BeiDou,L1
6,8.0,49.0,41.0,45674,BeiDou,L1
37,22.0,46.0,51.0,45674,BeiDou,L5
9,14.0,96.0,45.0,45675,GPS,L1
9,14.0,96.0,48.0,45675,GPS,L5
23,11.0,26.0,38.0,45675,Galileo,L5
6,16.0,88.0,44.0,45675,Galileo,L5
23,11.0,26.0,51.0,45675,Galileo,L1
6,16.0,88.0,50.0,45675,Galileo,L1
37,22.0,46.0,49.0,45675,BeiDou,L1
9,21.0,51.0,45.0,45675,BeiDou,L1
6,8.0,49.0,41.0,45675,BeiDou,L1
37,22.0,46.0,51.0,45675,BeiDou,L5
9,14.0,96.0,45.0,45676,GPS,L1
9,14.0,96.0,48.0,45676,GPS,L5
23,11.0,26.0,38.0,45676,Galileo,L5
6,16.0,88.0,44.0,45676,Galileo,L5
23,11.0,26.0,51.0,45676,Galileo,L1
6,16.0,88.0,50.0,45676,Galileo,L1
37,22.0,46.0,49.0,45676,BeiDou,L1
9,21.0,51.0,46.0,45676,BeiDou,L1
6,8.0,49.0,41.0,45676,BeiDou,L1
37,22.0,46.0,51.0,45676,BeiDou,L5
9,14.0,96.0,45.0,45677,GPS,L1
9,14.0,96.0,48.0,45677,GPS,L5
23,11.0,26.0,38.0,45677,Galileo,L5
6,16.0,88.0,44.0,45677,Galileo,L5
23,11.0,26.0,51.0,45677,Galileo,L1
6,16.0,88.0,50.0,45677,Galileo,L1
37,22.0,46.0,49.0,45677,BeiDou,L1
9,21.0,51.0,45.0,45677,BeiDou,L1
6,8.0,49.0,40.0,45677,BeiDou,L1
37,22.0,46.0,51.0,45677,BeiDou,L5
9,14.0,96.0,44.0,45678,GPS,L1
9,14.0,96.0,48.0,45678,GPS,L5
23,11.0,26.0,38.0,45678,Galileo,L5
6,16.0,88.0,45.0,45678,Galileo,L5
23,11.0,26.0,51.0,45678,Galileo,L1
6,16.0,88.0,50.0,45678,Galileo,L1
37,22.0,46.0,49.0,45678,BeiDou,L1
9,21.0,51.0,45.0,45678,BeiDou,L1
6,8.0,49.0,40.0,45678,BeiDou,L1
37,22.0,46.0,51.0,45678,BeiDou,L5
9,14.0,96.0,44.0,45679,GPS,L1
9,14.0,96.0,48.0,45679,GPS,L5
23,11.0,26.0,38.0,45679,Galileo,L5
6,16.0,88.0,46.0,45679,Galileo,L5
23,11.0,26.0,51.0,45679,Galileo,L1
6,16.0,88.0,50.0,45679,Galileo,L1
37,22.0,46.0,49.0,45679,BeiDou,L1
9,21.0,51.0,45.0,45679,BeiDou,L1
6,8.0,49.0,40.0,45679,BeiDou,L1
37,22.0,46.0,51.0,45679,BeiDou,L5
9,14.0,96.0,45.0,45680,GPS,L1
9,14.0,96.0,48.0,45680,GPS,L5
23,11.0,26.0,38.0,45680,Galileo,L5
6,16.0,88.0,46.0,45680,Galileo,L5
23,11.0,26.0,51.0,45680,Galileo,L1
6,16.0,88.0,50.0,45680,Galileo,L1
37,22.0,46.0,49.0,45680,BeiDou,L1
9,21.0,51.0,45.0,45680,BeiDou,L1
6,8.0,49.0,40.0,45680,BeiDou,L1
37,22.0,46.0,51.0,45680,BeiDou,L5
9,14.0,96.0,45.0,45681,GPS,L1
9,14.0,96.0,48.0,45681,GPS,L5
6,16.0,88.0,46.0,45681,Galileo,L5
23,11.0,26.0,38.0,45681,Galileo,L5
23,11.0,26.0,51.0,45681,Galileo,L1
6,16.0,88.0,50.0,45681,Galileo,L1
37,22.0,46.0,49.0,45681,BeiDou,L1
9,21.0,51.0,45.0,45681,BeiDou,L1
6,8.0,49.0,40.0,45681,BeiDou,L1
37,22.0,46.0,51.0,45681,BeiDou,L5
9,14.0,96.0,44.0,45682,GPS,L1
9,14.0,96.0,48.0,45682,GPS,L5
6,16.0,88.0,46.0,45682,Galileo,L5
23,11.0,26.0,37.0,45682,Galileo,L5
23,11.0,26.0,51.0,45682,Galileo,L1
6,16.0,88.0,50.0,45682,Galileo,L1
37,22.0,46.0,49.0,45682,BeiDou,L1
9,21.0,51.0,45.0,45682,BeiDou,L1
6,8.0,49.0,39.0,45682,BeiDou,L1
37,22.0,46.0,51.0,45682,BeiDou,L5
9,14.0,96.0,44.0,45683,GPS,L1
9,14.0,96.0,48.0,45683,GPS,L5
6,16.0,88.0,46.0,45683,Galileo,L5
23,11.0,26.0,37.0,45683,Galileo,L5
23,11.0,26.0,51.0,45683,Galileo,L1
6,16.0,88.0,50.0,45683,Galileo,L1
37,22.0,46.0,49.0,45683,BeiDou,L1
9,21.0,51.0,45.0,45683,BeiDou,L1
6,8.0,49.0,39.0,45683,BeiDou,L1
37,22.0,46.0,51.0,45683,BeiDou,L5
9,14.0,96.0,44.0,45684,GPS,L1
9,14.0,96.0,48.0,45684,GPS,L5
6,16.0,88.0,46.0,45684,Galileo,L5
23,11.0,26.0,38.0,45684,Galileo,L5
23,11.0,26.0,51.0,45684,Galileo,L1
6,16.0,88.0,49.0,45684,Galileo,L1
37,22.0,46.0,49.0,45684,BeiDou,L1
9,21.0,51.0,45.0,45684,BeiDou,L1
6,8.0,49.0,40.0,45684,BeiDou,L1
37,22.0,46.0,51.0,45684,BeiDou,L5
9,14.0,96.0,44.0,45685,GPS,L1
9,14.0,96.0,48.0,45685,GPS,L5
6,16.0,88.0,46.0,45685,Galileo,L5
23,10.0,26.0,37.0,45685,Galileo,L5
23,10.0,26.0,51.0,45685,Galileo,L1
6,16.0,88.0,49.0,45685,Galileo,L1
37,22.0,46.0,49.0,45685,BeiDou,L1
9,21.0,51.0,45.0,45685,BeiDou,L1
6,8.0,49.0,41.0,45685,BeiDou,L1
37,22.0,46.0,51.0,45685,BeiDou,L5
9,14.0,96.0,43.0,45686,GPS,L1
9,14.0,96.0,48.0,45686,GPS,L5
6,16.0,88.0,46.0,45686,Galileo,L5
23,10.0,26.0,37.0,45686,Galileo,L5
23,10.0,26.0,51.0,45686,Galileo,L1
6,16.0,88.0,49.0,45686,Galileo,L1
37,22.0,46.0,49.0,45686,BeiDou,L1
9,21.0,51.0,45.0,45686,BeiDou,L1
6,8.0,49.0,41.0,45686,BeiDou,L1
37,22.0,46.0,51.0,45686,BeiDou,L5
9,14.0,96.0,43.0,45687,GPS,L1
9,14.0,96.0,47.0,45687,GPS,L5
6,16.0,88.0,46.0,45687,Galileo,L5
23,10.0,26.0,38.0,45687,Galileo,L5
23,10.0,26.0,51.0,45687,Galileo,L1
6,16.0,88.0,49.0,45687,Galileo,L1
37,22.0,46.0,49.0,45687,BeiDou,L1
9,21.0,51.0,44.0,45687,BeiDou,L1
6,8.0,49.0,41.0,45687,BeiDou,L1
37,22.0,46.0,51.0,45687,BeiDou,L5
9,14.0,96.0,43.0,45688,GPS,L1
9,14.0,96.0,46.0,45688,GPS,L5
6,16.0,88.0,46.0,45688,Galileo,L5
23,10.0,26.0,38.0,45688,Galileo,L5
23,10.0,26.0,51.0,45688,Galileo,L1
6,16.0,88.0,49.0,45688,Galileo,L1
37,22.0,46.0,49.0,45688,BeiDou,L1
9,21.0,51.0,44.0,45688,BeiDou,L1
6,8.0,49.0,41.0,45688,BeiDou,L1
37,22.0,46.0,51.0,45688,BeiDou,L5
9,14.0,96.0,43.0,45689,GPS,L1
9,14.0,96.0,46.0,45689,GPS,L5
23,10.0,26.0,36.0,45689,Galileo,L5
6,16.0,88.0,46.0,45689,Galileo,L5
23,10.0,26.0,51.0,45689,Galileo,L1
6,16.0,88.0,49.0,45689,Galileo,L1
37,22.0,46.0,49.0,45689,BeiDou,L1
9,21.0,51.0,44.0,45689,BeiDou,L1
6,8.0,49.0,41.0,45689,BeiDou,L1
37,22.0,46.0,51.0,45689,BeiDou,L5
9,14.0,96.0,44.0,45690,GPS,L1
9,14.0,96.0,46.0,45690,GPS,L5
23,10.0,26.0,37.0,45690,Galileo,L5
6,16.0,88.0,46.0,45690,Galileo,L5
23,10.0,26.0,51.0,45690,Galileo,L1
6,16.0,88.0,49.0,45690,Galileo,L1
37,22.0,46.0,49.0,45690,BeiDou,L1
9,21.0,51.0,44.0,45690,BeiDou,L1
6,8.0,49.0,41.0,45690,BeiDou,L1
37,22.0,46.0,51.0,45690,BeiDou,L5
9,14.0,96.0,44.0,45691,GPS,L1
9,14.0,96.0,46.0,45691,GPS,L5
23,10.0,26.0,37.0,45691,Galileo,L5
6,16.0,88.0,46.0,45691,Galileo,L5
23,10.0,26.0,51.0,45691,Galileo,L1
6,16.0,88.0,49.0,45691,Galileo,L1
37,22.0,46.0,49.0,45691,BeiDou,L1
9,21.0,51.0,43.0,45691,BeiDou,L1
6,8.0,49.0,40.0,45691,BeiDou,L1
37,22.0,46.0,51.0,45691,BeiDou,L5
9,14.0,96.0,44.0,45692,GPS,L1
9,14.0,96.0,46.0,45692,GPS,L5
23,10.0,26.0,30.0,45692,Galileo,L5
6,16.0,88.0,46.0,45692,Galileo,L5
23,10.0,26.0,51.0,45692,Galileo,L1
6,16.0,88.0,49.0,45692,Galileo,L1
37,22.0,46.0,50.0,45692,BeiDou,L1
9,21.0,51.0,43.0,45692,BeiDou,L1
6,8.0,49.0,39.0,45692,BeiDou,L1
37,22.0,46.0,51.0,45692,BeiDou,L5
9,14.0,96.0,45.0,45693,GPS,L1
9,14.0,96.0,46.0,45693,GPS,L5
6,16.0,88.0,46.0,45693,Galileo,L5
23,10.0,26.0,31.0,45693,Galileo,L5
23,10.0,26.0,51.0,45693,Galileo,L1
6,16.0,88.0,49.0,45693,Galileo,L1
37,22.0,46.0,50.0,45693,BeiDou,L1
9,21.0,51.0,43.0,45693,BeiDou,L1
6,8.0,49.0,39.0,45693,BeiDou,L1
37,22.0,46.0,51.0,45693,BeiDou,L5
9,14.0,96.0,45.0,45694,GPS,L1
9,14.0,96.0,46.0,45694,GPS,L5
6,16.0,88.0,46.0,45694,Galileo,L5
23,10.0,26.0,33.0,45694,Galileo,L5
23,10.0,26.0,51.0,45694,Galileo,L1
6,16.0,88.0,49.0,45694,Galileo,L1
37,22.0,46.0,50.0,45694,BeiDou,L1
9,21.0,51.0,43.0,45694,BeiDou,L1
6,8.0,49.0,39.0,45694,BeiDou,L1
37,22.0,46.0,51.0,45694,BeiDou,L5
9,14.0,96.0,45.0,45695,GPS,L1
9,14.0,96.0,46.0,45695,GPS,L5
6,16.0,88.0,46.0,45695,Galileo,L5
23,10.0,26.0,33.0,45695,Galileo,L5
23,10.0,26.0,51.0,45695,Galileo,L1
6,16.0,88.0,49.0,45695,Galileo,L1
37,22.0,46.0,50.0,45695,BeiDou,L1
9,21.0,51.0,43.0,45695,BeiDou,L1
6,8.0,49.0,39.0,45695,BeiDou,L1
37,22.0,46.0,51.0,45695,BeiDou,L5
9,14.0,96.0,45.0,45696,GPS,L1
9,14.0,96.0,46.0,45696,GPS,L5
6,16.0,88.0,46.0,45696,Galileo,L5
23,10.0,26.0,34.0,45696,Galileo,L5
23,10.0,26.0,51.0,45696,Galileo,L1
6,16.0,88.0,49.0,45696,Galileo,L1
37,22.0,46.0,50.0,45696,BeiDou,L1
9,21.0,51.0,43.0,45696,BeiDou,L1
6,8.0,49.0,39.0,45696,BeiDou,L1
37,22.0,46.0,51.0,45696,BeiDou,L5
9,14.0,96.0,44.0,45697,GPS,L1
9,14.0,96.0,46.0,45697,GPS,L5
6,16.0,88.0,46.0,45697,Galileo,L5
23,10.0,26.0,34.0,45697,Galileo,L5
23,10.0,26.0,51.0,45697,Galileo,L1
6,16.0,88.0,49.0,45697,Galileo,L1
37,22.0,46.0,50.0,45697,BeiDou,L1
9,21.0,51.0,43.0,45697,BeiDou,L1
6,8.0,49.0,39.0,45697,BeiDou,L1
37,22.0,46.0,51.0,45697,BeiDou,L5
9,14.0,96.0,44.0,45698,GPS,L1
9,14.0,96.0,46.0,45698,GPS,L5
6,16.0,88.0,46.0,45698,Galileo,L5
23,10.0,26.0,34.0,45698,Galileo,L5
23,10.0,26.0,51.0,45698,Galileo,L1
6,16.0,88.0,49.0,45698,Galileo,L1
37,22.0,46.0,50.0,45698,BeiDou,L1
9,21.0,51.0,43.0,45698,BeiDou,L1
6,8.0,49.0,40.0,45698,BeiDou,L1
37,22.0,46.0,51.0,45698,BeiDou,L5
9,14.0,96.0,44.0,45699,GPS,L1
9,14.0,96.0,46.0,45699,GPS,L5
6,16.0,88.0,46.0,45699,Galileo,L5
23,10.0,26.0,34.0,45699,Galileo,L5
23,10.0,26.0,51.0,45699,Galileo,L1
6,16.0,88.0,49.0,45699,Galileo,L1
37,22.0,46.0,50.0,45699,BeiDou,L1
9,21.0,51.0,43.0,45699,BeiDou,L1
6,8.0,49.0,40.0,45699,BeiDou,L1
37,22.0,46.0,51.0,45699,BeiDou,L5
9,14.0,96.0,44.0,45700,GPS,L1
9,14.0,96.0,46.0,45700,GPS,L5
6,16.0,88.0,46.0,45700,Galileo,L5
23,10.0,26.0,36.0,45700,Galileo,L5
23,10.0,26.0,51.0,45700,Galileo,L1
6,16.0,88.0,49.0,45700,Galileo,L1
37,22.0,46.0,50.0,45700,BeiDou,L1
9,21.0,51.0,43.0,45700,BeiDou,L1
6,8.0,49.0,40.0,45700,BeiDou,L1
37,22.0,46.0,51.0,45700,BeiDou,L5
9,14.0,96.0,43.0,45701,GPS,L1
9,14.0,96.0,45.0,45701,GPS,L5
6,16.0,88.0,47.0,45701,Galileo,L5
23,10.0,26.0,37.0,45701,Galileo,L5
23,10.0,26.0,51.0,45701,Galileo,L1
6,16.0,88.0,48.0,45701,Galileo,L1
37,22.0,46.0,50.0,45701,BeiDou,L1
9,21.0,51.0,43.0,45701,BeiDou,L1
6,8.0,49.0,40.0,45701,BeiDou,L1
37,22.0,46.0,51.0,45701,BeiDou,L5
9,14.0,96.0,42.0,45702,GPS,L1
9,14.0,96.0,45.0,45702,GPS,L5
6,16.0,88.0,47.0,45702,Galileo,L5
23,10.0,26.0,38.0,45702,Galileo,L5
23,10.0,26.0,51.0,45702,Galileo,L1
6,16.0,88.0,48.0,45702,Galileo,L1
37,22.0,46.0,50.0,45702,BeiDou,L1
9,21.0,51.0,43.0,45702,BeiDou,L1
6,8.0,49.0,40.0,45702,BeiDou,L1
37,22.0,46.0,51.0,45702,BeiDou,L5
9,14.0,96.0,43.0,45703,GPS,L1
9,14.0,96.0,45.0,45703,GPS,L5
6,16.0,88.0,47.0,45703,Galileo,L5
23,10.0,26.0,38.0,45703,Galileo,L5
23,10.0,26.0,51.0,45703,Galileo,L1
6,16.0,88.0,48.0,45703,Galileo,L1
37,22.0,46.0,50.0,45703,BeiDou,L1
9,21.0,51.0,43.0,45703,BeiDou,L1
6,8.0,49.0,40.0,45703,BeiDou,L1
37,22.0,46.0,51.0,45703,BeiDou,L5
9,14.0,96.0,42.0,45704,GPS,L1
9,14.0,96.0,46.0,45704,GPS,L5
6,16.0,88.0,47.0,45704,Galileo,L5
23,10.0,26.0,38.0,45704,Galileo,L5
23,10.0,26.0,51.0,45704,Galileo,L1
6,16.0,88.0,48.0,45704,Galileo,L1
37,22.0,46.0,50.0,45704,BeiDou,L1
9,21.0,51.0,44.0,45704,BeiDou,L1
6,8.0,49.0,40.0,45704,BeiDou,L1
37,22.0,46.0,51.0,45704,BeiDou,L5
9,14.0,96.0,42.0,45705,GPS,L1
9,14.0,96.0,46.0,45705,GPS,L5
6,16.0,88.0,47.0,45705,Galileo,L5
23,10.0,26.0,38.0,45705,Galileo,L5
23,10.0,26.0,51.0,45705,Galileo,L1
6,16.0,88.0,47.0,45705,Galileo,L1
37,22.0,46.0,50.0,45705,BeiDou,L1
9,21.0,51.0,44.0,45705,BeiDou,L1
6,8.0,49.0,40.0,45705,BeiDou,L1
37,22.0,46.0,51.0,45705,BeiDou,L5
9,14.0,96.0,41.0,45706,GPS,L1
9,14.0,96.0,46.0,45706,GPS,L5
23,10.0,26.0,39.0,45706,Galileo,L5
6,16.0,88.0,47.0,45706,Galileo,L5
23,10.0,26.0,51.0,45706,Galileo,L1
6,16.0,88.0,47.0,45706,Galileo,L1
37,22.0,46.0,49.0,45706,BeiDou,L1
9,21.0,51.0,44.0,45706,BeiDou,L1
6,8.0,49.0,40.0,45706,BeiDou,L1
37,22.0,46.0,51.0,45706,BeiDou,L5
9,14.0,96.0,40.0,45707,GPS,L1
9,14.0,96.0,46.0,45707,GPS,L5
6,16.0,88.0,47.0,45707,Galileo,L5
23,10.0,26.0,39.0,45707,Galileo,L5
23,10.0,26.0,51.0,45707,Galileo,L1
6,16.0,88.0,47.0,45707,Galileo,L1
37,22.0,46.0,49.0,45707,BeiDou,L1
9,21.0,51.0,44.0,45707,BeiDou,L1
6,8.0,49.0,40.0,45707,BeiDou,L1
37,22.0,46.0,51.0,45707,BeiDou,L5
9,14.0,96.0,40.0,45708,GPS,L1
9,14.0,96.0,46.0,45708,GPS,L5
6,16.0,88.0,47.0,45708,Galileo,L5
23,10.0,26.0,39.0,45708,Galileo,L5
23,10.0,26.0,51.0,45708,Galileo,L1
6,16.0,88.0,47.0,45708,Galileo,L1
37,22.0,46.0,49.0,45708,BeiDou,L1
9,21.0,51.0,43.0,45708,BeiDou,L1
6,8.0,49.0,40.0,45708,BeiDou,L1
37,22.0,46.0,51.0,45708,BeiDou,L5
9,14.0,96.0,41.0,45709,GPS,L1
9,14.0,96.0,46.0,45709,GPS,L5
6,16.0,88.0,47.0,45709,Galileo,L5
23,10.0,26.0,38.0,45709,Galileo,L5
23,10.0,26.0,51.0,45709,Galileo,L1
6,16.0,88.0,47.0,45709,Galileo,L1
37,22.0,46.0,49.0,45709,BeiDou,L1
9,21.0,51.0,43.0,45709,BeiDou,L1
6,8.0,49.0,41.0,45709,BeiDou,L1
37,22.0,46.0,51.0,45709,BeiDou,L5
9,14.0,96.0,40.0,45710,GPS,L1
9,14.0,96.0,46.0,45710,GPS,L5
6,16.0,88.0,47.0,45710,Galileo,L5
23,10.0,26.0,38.0,45710,Galileo,L5
23,10.0,26.0,51.0,45710,Galileo,L1
6,16.0,88.0,47.0,45710,Galileo,L1
37,22.0,46.0,49.0,45710,BeiDou,L1
9,21.0,51.0,44.0,45710,BeiDou,L1
6,8.0,49.0,41.0,45710,BeiDou,L1
37,22.0,46.0,51.0,45710,BeiDou,L5
9,14.0,96.0,40.0,45711,GPS,L1
9,14.0,96.0,47.0,45711,GPS,L5
6,16.0,88.0,47.0,45711,Galileo,L5
23,10.0,26.0,38.0,45711,Galileo,L5
23,10.0,26.0,51.0,45711,Galileo,L1
6,16.0,88.0,47.0,45711,Galileo,L1
37,22.0,46.0,49.0,45711,BeiDou,L1
9,21.0,51.0,44.0,45711,BeiDou,L1
6,8.0,49.0,41.0,45711,BeiDou,L1
37,22.0,46.0,51.0,45711,BeiDou,L5
9,14.0,96.0,41.0,45712,GPS,L1
9,14.0,96.0,47.0,45712,GPS,L5
6,16.0,88.0,47.0,45712,Galileo,L5
23,10.0,26.0,38.0,45712,Galileo,L5
23,10.0,26.0,51.0,45712,Galileo,L1
6,16.0,88.0,47.0,45712,Galileo,L1
37,22.0,46.0,49.0,45712,BeiDou,L1
